App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,New_size,New_version,Income,Installs_log,Reviews_log,Price_log,Income_log,New_size_log,Action,Adventure,Arcade,Board,Card,Casino,Casual,Music,Puzzle,Racing,Role Playing,Simulation,Sports,Strategy,Trivia,Word
AE Lucky Fishing,GAME,4.3,18277,17M,1000000.0,Free,0.0,Teen,Arcade,2016-03-14,2.0.2,2.3 and up,17408.0,2.3,0.0,13.815510557964274,9.813398717754442,0.0,0.0,9.76468514965567,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AE Video Poker,GAME,4.0,721,18M,50000.0,Free,0.0,Teen,Casino,2015-12-31,1.3.2,2.3 and up,18432.0,2.3,0.0,10.819778284410283,6.580639137284949,0.0,0.0,9.821843563495618,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AE Solitaire,GAME,4.3,1776,26M,50000.0,Free,0.0,Everyone,Card,2018-01-04,2.3.4,4.0.3 and up,26624.0,4.0.3,0.0,10.819778284410283,7.4821189235521155,0.0,0.0,10.189568343620936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AE Blackjack,GAME,4.0,1417,17M,100000.0,Free,0.0,Teen,Card,2015-11-27,1.3.1,2.3 and up,17408.0,2.3,0.0,11.512925464970229,7.256297239690681,0.0,0.0,9.76468514965567,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AE Gun Ball: arcade ball games,GAME,3.7,8581,12M,1000000.0,Free,0.0,Everyone,Arcade,2013-12-13,1.0.2,2.2 and up,12288.0,2.2,0.0,13.815510557964274,9.057305735807121,0.0,0.0,9.416378455387454,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AE 3D MOTOR :Racing Games Free,GAME,4.2,74902,Varies with device,5000000.0,Free,0.0,Everyone,Racing,2016-08-26,Varies with device,Varies with device,,0,0.0,15.424948470398375,11.223935871418504,0.0,0.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AE GTO Racing,GAME,3.9,6988,35M,100000.0,Free,0.0,Everyone 10+,Racing,2015-09-24,Varies with device,Varies with device,35840.0,0,0.0,11.512925464970229,8.851949671253948,0.0,0.0,10.486819867088867,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AE 3D Moto 3,GAME,3.9,2588,26M,100000.0,Free,0.0,Everyone 10+,Racing,2014-12-31,1.7.1,2.3 and up,26624.0,2.3,0.0,11.512925464970229,7.858640655620791,0.0,0.0,10.189568343620936,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AE FreeCell,GAME,4.2,358,15M,10000.0,Free,0.0,Everyone,Card,2014-11-06,1.1.5,2.3 and up,15360.0,2.3,0.0,9.210340371976184,5.8805329864007,0.0,0.0,9.639522006701663,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AE City Jump,GAME,4.5,804,27M,10000.0,Free,0.0,Everyone,Action,2018-07-18,1.0.4,4.0 and up,27648.0,4.0,0.0,9.210340371976184,6.6895992691789665,0.0,0.0,10.227308671603781,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE Angry Chef,GAME,4.1,533,39M,10000.0,Free,0.0,Everyone 10+,Action,2014-01-24,1.0,2.1 and up,39936.0,2.1,0.0,9.210340371976184,6.278521424165844,0.0,0.0,10.5950334517291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE Master Moto,GAME,4.0,17876,37M,1000000.0,Free,0.0,Everyone,Racing,2015-12-10,1.8.6,2.3 and up,37888.0,2.3,0.0,13.815510557964274,9.791214310053341,0.0,0.0,10.542389718243678,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AE Fishing Hunter,GAME,4.4,14,6.6M,1000.0,Free,0.0,Everyone,Adventure,2016-03-15,0.0.3,3.0 and up,6758.4,3.0,0.0,6.907755278982137,2.6390573296152584,0.0,0.0,8.818541454631832,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gun Strike Shoot,GAME,4.1,94761,17M,10000000.0,Free,0.0,Teen,Action,2017-02-21,1.1.4,2.3 and up,17408.0,2.3,0.0,16.11809565095832,11.459113211192978,0.0,0.0,9.76468514965567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AG Drive 3D,GAME,3.8,164,22M,10000.0,Free,0.0,Everyone,Adventure,2015-03-20,1.0.1,2.3.3 and up,22528.0,2.3.3,0.0,9.210340371976184,5.099866427824199,0.0,0.0,10.022514258957768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VR AG Racing for Cardboard,GAME,3.4,13,27M,1000.0,Free,0.0,Everyone,Racing,2016-09-29,1.1,4.1 and up,27648.0,4.1,0.0,6.907755278982137,2.5649493574615367,0.0,0.0,10.227308671603781,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AH-1 Viper Cobra Ops - helicopter flight simulator,GAME,3.8,1088,86M,100000.0,Free,0.0,Teen,Action,2018-02-16,1.0.1,4.3 and up,88064.0,4.3,0.0,11.512925464970229,6.992096427415888,0.0,0.0,11.385819101852961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ah! Coins,GAME,3.4,256,9.1M,50000.0,Free,0.0,Everyone,Action,2016-12-08,1.0.0,2.3 and up,9318.4,2.3,0.0,10.819778284410283,5.545177444479562,0.0,0.0,9.139746219122257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJ Jump: Animal Jam Kangaroos!,GAME,4.4,2975,42M,50000.0,Paid,1.99,Everyone,Arcade,2016-03-07,1.6,4.0 and up,43008.0,4.0,99500.0,10.819778284410283,7.99799931797973,0.688134638736401,11.507912923146684,10.669141423882822,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Game Animal Jam Free,GAME,2.8,9,26M,500.0,Free,0.0,Everyone,Board,2017-03-24,1.0,2.3 and up,26624.0,2.3,0.0,6.214608098422191,2.1972245773362196,0.0,0.0,10.189568343620936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Blackjack aj Poker,GAME,3.8,8,4.2M,1000.0,Free,0.0,Teen,Card,2016-10-19,1.1,2.3.3 and up,4300.8,2.3.3,0.0,6.907755278982137,2.0794415416798357,0.0,0.0,8.366556330888775,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Puppy Shooting an AK-47: Platformer Zombie Game,GAME,4.8,21,89M,1000.0,Free,0.0,Everyone,Arcade,2018-03-30,0.46.91,4.4 and up,91136.0,4.4,0.0,6.907755278982137,3.044522437723423,0.0,0.0,11.420108175331594,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Crisis Action: 2018 NO.1 FPS,GAME,4.3,807226,34M,10000000.0,Free,0.0,Teen,Action,2018-07-11,3.0.2,4.0.3 and up,34816.0,4.0.3,0.0,16.11809565095832,13.60135895761182,0.0,0.0,10.457832330215615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK-47 3D,GAME,3.7,91,24M,10000.0,Free,0.0,Everyone,Action,2016-12-25,3.2,2.3 and up,24576.0,2.3,0.0,9.210340371976184,4.51085950651685,0.0,0.0,10.1095256359474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK-47 Assult Rifle: Gun Shooting Simulator Game,GAME,0.0,1,5.8M,500.0,Free,0.0,Everyone,Action,2018-05-17,2.0,4.0.3 and up,5939.2,4.0.3,0.0,6.214608098422191,0.0,0.0,0.0,8.689329723151827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Counter Terrorist Attack,GAME,3.9,145931,43M,10000000.0,Free,0.0,Teen,Action,2018-05-31,5.3.2,2.3 and up,44032.0,2.3,0.0,16.11809565095832,11.890889186238875,0.0,0.0,10.692671921293016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RULES OF SURVIVAL,GAME,4.2,1343106,56M,10000000.0,Free,0.0,Teen,Action,2018-08-01,1.180271.184729,4.0 and up,57344.0,4.0,0.0,16.11809565095832,14.110495400164384,0.0,0.0,10.956823496334602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK Blackjack,GAME,0.0,4,7.6M,1000.0,Free,0.0,Teen,Card,2018-07-30,1.3,4.1 and up,7782.4,4.1,0.0,6.907755278982137,1.3862943611198906,0.0,0.0,8.959620052891738,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GUN ZOMBIE,GAME,4.4,243121,38M,5000000.0,Free,0.0,Teen,Arcade,2014-10-17,5.3,2.3 and up,38912.0,2.3,0.0,15.424948470398375,12.401314540777346,0.0,0.0,10.56905796532584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoot Strike War Fire,GAME,4.1,82827,20M,10000000.0,Free,0.0,Teen,Arcade,2018-07-13,1.1.5,4.0 and up,20480.0,4.0,0.0,16.11809565095832,11.324509374175076,0.0,0.0,9.927204079153444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I Am Innocent,GAME,4.4,208501,56M,1000000.0,Free,0.0,Teen,Adventure,2018-07-23,2.8.307,4.0.3 and up,57344.0,4.0.3,0.0,13.815510557964274,12.24769911637256,0.0,0.0,10.956823496334602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am Bread,GAME,4.0,630,20M,10000.0,Paid,4.99,Everyone,Adventure,2016-10-26,1.6.1,4.4 and up,20480.0,4.4,49900.0,9.210340371976184,6.4457198193855785,1.6074359097634274,10.81777628173961,9.927204079153444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What Am I? - Brain Teasers,GAME,4.2,4537,15M,100000.0,Free,0.0,Everyone,Trivia,2017-04-05,2.2,4.0.3 and up,15360.0,4.0.3,0.0,11.512925464970229,8.420021279663963,0.0,0.0,9.639522006701663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Who am I? (Biblical),GAME,4.5,5849,5.1M,500000.0,Free,0.0,Everyone,Trivia,2017-09-13,1.2.2_comAds,4.0.3 and up,5222.4,4.0.3,0.0,13.122363377404328,8.674025985443025,0.0,0.0,8.560712345329733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vikings: an Archer's Journey,GAME,4.5,10256,39M,1000000.0,Free,0.0,Everyone,Action,2017-12-11,2.1.0,4.3 and up,39936.0,4.3,0.0,13.815510557964274,9.23561817916045,0.0,0.0,10.5950334517291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Draw a Stickman: EPIC Free,GAME,4.2,210317,46M,10000000.0,Free,0.0,Everyone 10+,Adventure,2015-04-10,1.4.3.104,2.3.3 and up,47104.0,2.3.3,0.0,16.11809565095832,12.256371195323332,0.0,0.0,10.760113202088547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THE KING OF FIGHTERS-A 2012(F),GAME,4.4,406511,21M,5000000.0,Free,0.0,Teen,Action,2016-10-21,1.0.5,4.0.3 and up,21504.0,4.0.3,0.0,15.424948470398375,12.915366267874482,0.0,0.0,9.975994243322877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fast like a Fox,GAME,4.3,104389,12M,5000000.0,Free,0.0,Everyone,Adventure,2018-04-17,1.4.0,4.2 and up,12288.0,4.2,0.0,15.424948470398375,11.555879584894827,0.0,0.0,9.416378455387454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ao Oni2,GAME,4.1,21223,48M,1000000.0,Free,0.0,Teen,Adventure,2018-04-20,1.6.6,4.1 and up,49152.0,4.1,0.0,13.815510557964274,9.962840778235641,0.0,0.0,10.802672816507345,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arena of Valor: 5v5 Arena Game,GAME,4.4,438911,99M,10000000.0,Free,0.0,Teen,Action,2018-06-28,1.23.1.2,4.0.3 and up,101376.0,4.0.3,0.0,16.11809565095832,12.992051938018903,0.0,0.0,11.526591655734043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Legends: Bang Bang,GAME,4.4,8219586,99M,100000000.0,Free,0.0,Teen,Action,2018-07-24,1.2.97.3042,4.0.3 and up,101376.0,4.0.3,0.0,18.420680743952367,15.922030400800502,0.0,0.0,11.526591655734043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kill Shot Bravo: Sniper FPS,GAME,4.4,579519,99M,10000000.0,Free,0.0,Mature 17+,Action,2018-07-18,5.1,4.1 and up,101376.0,4.1,0.0,16.11809565095832,13.26995372810971,0.0,0.0,11.526591655734043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carnivores: Dinosaur Hunter,GAME,4.2,62636,17M,1000000.0,Free,0.0,Teen,Action,2018-07-02,1.8.0,4.0.3 and up,17408.0,4.0.3,0.0,13.815510557964274,11.045095471665334,0.0,0.0,9.76468514965567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hopeless Land: Fight for Survival,GAME,4.2,250197,44M,5000000.0,Free,0.0,Teen,Action,2018-07-12,1.0,4.1 and up,45056.0,4.1,0.0,15.424948470398375,12.430003886535388,0.0,0.0,10.715661439517714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heroes Arena,GAME,4.2,336386,88M,10000000.0,Free,0.0,Everyone 10+,Action,2018-07-24,2.0.1,4.0.3 and up,90112.0,4.0.3,0.0,16.11809565095832,12.72601458909244,0.0,0.0,11.408808620077659,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381624,54M,10000000.0,Free,0.0,Teen,Action,2017-03-14,3.1.1,3.0 and up,55296.0,3.0,0.0,16.11809565095832,14.138770176827597,0.0,0.0,10.920455852163727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Undead Assault,GAME,4.3,4704,37M,100000.0,Free,0.0,Everyone 10+,Arcade,2015-11-04,1.4.6,2.3 and up,37888.0,2.3,0.0,11.512925464970229,8.456168489578463,0.0,0.0,10.542389718243678,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guess the Class 🔥 AQW,GAME,4.7,57,12M,1000.0,Free,0.0,Everyone,Word,2017-11-01,1.0.0,4.1 and up,12288.0,4.1,0.0,6.907755278982137,4.04305126783455,0.0,0.0,9.416378455387454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Iron Blade,GAME,4.4,161637,82M,10000000.0,Free,0.0,Mature 17+,Action,2018-07-18,1.7.0m,4.0.3 and up,83968.0,4.0.3,0.0,16.11809565095832,11.993108359257741,0.0,0.0,11.338191052863706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evil Apples: A Dirty Card Game,GAME,4.3,137696,55M,5000000.0,Free,0.0,Mature 17+,Word,2018-07-19,2.3.3,4.2 and up,56320.0,4.2,0.0,15.424948470398375,11.832803635638326,0.0,0.0,10.938804990831924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ghost Snap AR Horror Survival,GAME,3.8,898,33M,100000.0,Free,0.0,Teen,Adventure,2016-12-21,1.2.3.1,2.3 and up,33792.0,2.3,0.0,11.512925464970229,6.8001700683022,0.0,0.0,10.427979367065934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Walking Dead: Our World,GAME,4.0,22435,100M,1000000.0,Free,0.0,Teen,Action,2018-08-01,1.1.0.3,5.0 and up,102400.0,5.0,0.0,13.815510557964274,10.018377518410084,0.0,0.0,11.536641991587544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ingress,GAME,4.3,391325,43M,10000000.0,Free,0.0,Everyone,Adventure,2018-06-20,1.131.2,4.0 and up,44032.0,4.0,0.0,16.11809565095832,12.877293695756423,0.0,0.0,10.692671921293016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flat Pack,GAME,4.4,862,44M,100000.0,Free,0.0,Everyone 10+,Action,2018-03-16,1.0.4,7.0 and up,45056.0,7.0,0.0,11.512925464970229,6.759255270663693,0.0,0.0,10.715661439517714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crayola Color Blaster,GAME,3.8,17,30M,1000.0,Free,0.0,Everyone,Arcade,2018-03-13,1.5,7.0 and up,30720.0,7.0,0.0,6.907755278982137,2.833213344056216,0.0,0.0,10.332669187261608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guns of Boom - Online Shooter,GAME,4.6,1226514,99M,10000000.0,Free,0.0,Teen,Action,2018-07-20,4.4.4,4.1 and up,101376.0,4.1,0.0,16.11809565095832,14.019686557209909,0.0,0.0,11.526591655734043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guns Royale - Multiplayer Blocky Battle Royale,GAME,4.6,19070,90M,100000.0,Free,0.0,Everyone 10+,Action,2018-08-04,1.0,Varies with device,92160.0,0,0.0,11.512925464970229,9.855871698594465,0.0,0.0,11.431281475929719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stack It AR,GAME,3.8,1363,26M,100000.0,Free,0.0,Everyone,Arcade,2018-06-29,1.1.4,4.0 and up,26624.0,4.0,0.0,11.512925464970229,7.217443431696533,0.0,0.0,10.189568343620936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nightenfell: Shared AR,GAME,4.5,20,65M,1000.0,Paid,0.99,Everyone 10+,Action,2018-03-27,1.0.0,7.0 and up,66560.0,7.0,990.0,6.907755278982137,2.995732273553991,-0.01005033585350145,6.897704943128636,11.10585907549509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arcraft - AR Sandbox,GAME,3.8,469,80M,10000.0,Free,0.0,Everyone,Adventure,2017-05-19,1.4,4.0 and up,81920.0,4.0,0.0,9.210340371976184,6.150602768446279,0.0,0.0,11.313498440273335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR Tank Battle,GAME,3.6,153,67M,10000.0,Free,0.0,Everyone,Action,2016-12-31,1.3,4.0 and up,68608.0,4.0,0.0,9.210340371976184,5.030437921392435,0.0,0.0,11.136164424990419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonic the Hedgehog™ Classic,GAME,4.4,125652,56M,10000000.0,Free,0.0,Everyone,Action,2018-06-18,3.3.0,4.2 and up,57344.0,4.2,0.0,16.11809565095832,11.741271460075462,0.0,0.0,10.956823496334602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Navy Fighter C.E. (AS),GAME,4.3,11379,20M,500000.0,Free,0.0,Everyone 10+,Arcade,2018-07-29,1.4,4.0.3 and up,20480.0,4.0.3,0.0,13.122363377404328,9.339524830357009,0.0,0.0,9.927204079153444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
My OldBoy! Free - GBC Emulator,GAME,4.2,51787,Varies with device,5000000.0,Free,0.0,Everyone,Arcade,2018-01-12,Varies with device,Varies with device,,0,0.0,15.424948470398375,10.854894431499561,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
My Boy! Free - GBA Emulator,GAME,4.3,531074,2.5M,10000000.0,Free,0.0,Everyone,Arcade,2018-01-09,Varies with device,Varies with device,2560.0,0,0.0,16.11809565095832,13.182656650213097,0.0,0.0,7.847762537473608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMURAI vs ZOMBIES DEFENSE,GAME,4.5,407788,19M,5000000.0,Free,0.0,Everyone,Action,2013-07-18,3.4.0,2.1 and up,19456.0,2.1,0.0,15.424948470398375,12.918502710500224,0.0,0.0,9.875910784765894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five Nights at Freddy's 4 Demo,GAME,4.4,889425,45M,10000000.0,Free,0.0,Teen,Action,2015-07-26,1.1,2.3 and up,46080.0,2.3,0.0,16.11809565095832,13.698330465501106,0.0,0.0,10.738134295369774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five Nights at Freddy's 3 Demo,GAME,4.5,1041836,50M,10000000.0,Free,0.0,Teen,Action,2015-04-02,1.07,2.3 and up,51200.0,2.3,0.0,16.11809565095832,13.856495099273085,0.0,0.0,10.843494811027599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nights at Cube Pizzeria 3D – 2,GAME,4.0,47151,36M,5000000.0,Free,0.0,Everyone 10+,Action,2017-12-26,2.4.0,4.3 and up,36864.0,4.3,0.0,15.424948470398375,10.76111049674444,0.0,0.0,10.514990744055563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivals at War: Firefight,GAME,4.4,344819,51M,5000000.0,Free,0.0,Teen,Action,2016-10-18,1.4,3.0 and up,52224.0,3.0,0.0,15.424948470398375,12.750774920661836,0.0,0.0,10.863297438323778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five Nights at Freddy's,GAME,4.6,100805,50M,1000000.0,Paid,2.99,Teen,Action,2014-12-02,1.85,2.3 and up,51200.0,2.3,2990000.0,13.815510557964274,11.520943236563811,1.095273387402595,14.91078394536687,10.843494811027599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7 Nights at Pixel Pizzeria - 2,GAME,4.0,23168,54M,1000000.0,Free,0.0,Teen,Adventure,2018-07-09,1.3.0,4.4 and up,55296.0,4.4,0.0,13.815510557964274,10.050527295185443,0.0,0.0,10.920455852163727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nights at Slender Pizzeria 3D,GAME,4.1,2628,45M,100000.0,Free,0.0,Teen,Adventure,2017-05-22,1.1,4.2 and up,46080.0,4.2,0.0,11.512925464970229,7.873978379604501,0.0,0.0,10.738134295369774,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Night at Golden Freddy's,GAME,3.3,2717,4.0M,100000.0,Free,0.0,Teen,Action,2017-12-07,0.1,2.3 and up,4096.0,2.3,0.0,11.512925464970229,7.907283609426348,0.0,0.0,8.317766166719343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nights at Cube Pizzeria 3D – 4,GAME,4.1,7728,39M,500000.0,Free,0.0,Teen,Adventure,2018-07-17,1.5.0,4.4 and up,39936.0,4.4,0.0,13.122363377404328,8.952605375892354,0.0,0.0,10.5950334517291,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five Nights at Neighbor House,GAME,4.2,2180,55M,100000.0,Free,0.0,Everyone 10+,Action,2018-01-26,1.1.0,4.2 and up,56320.0,4.2,0.0,11.512925464970229,7.687080155783135,0.0,0.0,10.938804990831924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asylum Night Shift - Five Nights Survival,GAME,4.0,59223,46M,5000000.0,Free,0.0,Teen,Action,2018-06-26,1.6.5,4.1 and up,47104.0,4.1,0.0,15.424948470398375,10.989065258933778,0.0,0.0,10.760113202088547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five Nights at Freddy's: SL,GAME,4.5,16162,99M,100000.0,Paid,2.99,Teen,Action,2017-04-06,1.2,2.3 and up,101376.0,2.3,299000.0,11.512925464970229,9.690418086793393,1.095273387402595,12.608198852372823,11.526591655734043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Nights at jumpscare,GAME,3.8,596,91M,100000.0,Free,0.0,Teen,Adventure,2017-08-17,1.0,4.1 and up,93184.0,4.1,0.0,11.512925464970229,6.39024066706535,0.0,0.0,11.442331312116304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five Nights at Pizzeria,GAME,3.5,1976,21M,100000.0,Free,0.0,Teen,Action,2018-03-03,1.6,4.1 and up,21504.0,4.1,0.0,11.512925464970229,7.588829878307813,0.0,0.0,9.975994243322877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Block Battles: Heroes at War - Multiplayer PVP,GAME,4.3,6698,46M,500000.0,Free,0.0,Everyone 10+,Action,2016-05-14,1.0.1,2.3 and up,47104.0,2.3,0.0,13.122363377404328,8.80956425335415,0.0,0.0,10.760113202088547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five Nights at Freddy's 4,GAME,4.6,21266,45M,100000.0,Paid,2.99,Teen,Action,2015-07-26,1.1,2.3 and up,46080.0,2.3,299000.0,11.512925464970229,9.964864832211031,1.095273387402595,12.608198852372823,10.738134295369774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five Nights at Flappy's,GAME,4.7,4041,24M,10000.0,Free,0.0,Everyone,Arcade,2017-06-27,1.5.14,2.3.3 and up,24576.0,2.3.3,0.0,9.210340371976184,8.304247465078474,0.0,0.0,10.1095256359474,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5 Nights at Cube Pizzeria City,GAME,3.8,2691,52M,100000.0,Free,0.0,Teen,Adventure,2017-02-22,1.2,4.2 and up,53248.0,4.2,0.0,11.512925464970229,7.897668150726906,0.0,0.0,10.882715524180881,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five Nights at Freddy's 3,GAME,4.7,27856,50M,100000.0,Paid,2.99,Teen,Action,2015-04-02,1.07,2.3 and up,51200.0,2.3,299000.0,11.512925464970229,10.23480366200797,1.095273387402595,12.608198852372823,10.843494811027599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Au Mobile: Audition Chính Hiệu,GAME,3.9,85278,23M,1000000.0,Free,0.0,Mature 17+,Music,2018-07-17,1.8.0716,4.0.3 and up,23552.0,4.0.3,0.0,13.815510557964274,11.353671786967066,0.0,0.0,10.066966021528604,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AU Mobile Indonesia,GAME,3.6,16521,23M,1000000.0,Free,0.0,Everyone,Music,2018-05-09,1.8.0502,2.3 and up,23552.0,2.3,0.0,13.815510557964274,9.712387577930592,0.0,0.0,10.066966021528604,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Super Dancer,GAME,4.1,91667,27M,1000000.0,Free,0.0,Everyone,Arcade,2018-07-24,3.3,2.3 and up,27648.0,2.3,0.0,13.815510557964274,11.425917724337623,0.0,0.0,10.227308671603781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Au-allstar for KR,GAME,3.6,2433,47M,100000.0,Free,0.0,Everyone,Music,2018-06-15,1.6.4,4.3 and up,48128.0,4.3,0.0,11.512925464970229,7.796880342783522,0.0,0.0,10.781619407309512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Super Dancer VN,GAME,4.0,24312,25M,500000.0,Free,0.0,Everyone,Music,2018-07-22,3.3,4.0.3 and up,25600.0,4.0.3,0.0,13.122363377404328,10.09872533459663,0.0,0.0,10.150347630467653,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Love Dance,GAME,4.0,29462,44M,1000000.0,Free,0.0,Teen,Music,2018-06-14,1.1.7,4.0 and up,45056.0,4.0,0.0,13.815510557964274,10.290856576374884,0.0,0.0,10.715661439517714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Avatar Musik,GAME,3.8,159063,85M,1000000.0,Free,0.0,Everyone,Music,2018-02-09,0.8.0,4.0 and up,87040.0,4.0,0.0,13.815510557964274,11.977055629140507,0.0,0.0,11.374123062089769,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DEER HUNTER 2018,GAME,4.3,955614,82M,10000000.0,Free,0.0,Teen,Action,2018-06-26,5.1.2,3.0 and up,83968.0,3.0,0.0,16.11809565095832,13.770109344807848,0.0,0.0,11.338191052863706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armored Warfare: Assault,GAME,4.0,7718,46M,100000.0,Free,0.0,Everyone,Action,2018-08-02,1.0-a22936.127,5.0 and up,47104.0,5.0,0.0,11.512925464970229,8.951310542097564,0.0,0.0,10.760113202088547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
